time_s,channel0_voltage,capacitor_voltage,shunt_voltage,capacitor_current,psu_mode,cycles
14.390000,4.035858,12.914746,-0.500381,-0.002678047,discharge,1
14.400000,3.997230,12.791136,-0.600815,-0.003130699,discharge,1
14.410000,3.958602,12.667525,-0.699960,-0.003577499,discharge,1
14.420000,3.919974,12.543915,-0.797819,-0.004018445,discharge,1
14.430000,3.881345,12.420305,-0.895677,-0.004459392,discharge,1
14.440000,3.845292,12.304935,-0.992247,-0.004894744,discharge,1
14.450000,3.807952,12.185445,-1.082380,-0.005300703,discharge,1
14.460000,3.770611,12.065955,-1.173800,-0.005712515,discharge,1
14.470000,3.734558,11.950586,-1.263932,-0.006118603,discharge,1
14.480000,3.698505,11.835216,-1.350202,-0.006507132,discharge,1
14.490000,3.663740,11.723967,-1.432609,-0.006878232,discharge,1
14.500000,3.628974,11.612718,-1.511153,-0.007231774,discharge,1
14.510000,3.594209,11.501469,-1.585834,-0.007567758,discharge,1
14.520000,3.560731,11.394340,-1.651502,-0.007862901,discharge,1
14.530000,3.527253,11.287211,-1.701719,-0.008087810,discharge,1
14.540000,3.495063,11.184202,-1.724896,-0.008189941,discharge,1
14.550000,3.461585,11.077073,-1.722320,-0.008174888,discharge,1
14.560000,3.429395,10.974065,-1.708157,-0.008107288,discharge,1
14.570000,3.395917,10.866936,-1.692705,-0.008033707,discharge,1
14.580000,3.363727,10.763927,-1.677254,-0.007960255,discharge,1
14.590000,3.334112,10.669159,-1.661803,-0.007887061,discharge,1
14.600000,3.301922,10.566151,-1.646352,-0.007813609,discharge,1
14.610000,3.272307,10.471383,-1.632188,-0.007746267,discharge,1
14.620000,3.240117,10.368374,-1.618024,-0.007678667,discharge,1
14.630000,3.210502,10.273607,-1.601285,-0.007599620,discharge,1
14.640000,3.180887,10.178839,-1.587122,-0.007532278,discharge,1
14.650000,3.151272,10.084071,-1.572958,-0.007464936,discharge,1
14.660000,3.121657,9.989303,-1.558794,-0.007397594,discharge,1
14.670000,3.093330,9.898655,-1.544631,-0.007330381,discharge,1
14.680000,3.065002,9.808008,-1.530467,-0.007263168,discharge,1
14.690000,3.036675,9.717360,-1.517591,-0.007201808,discharge,1
14.700000,3.008348,9.626713,-1.502140,-0.007128742,discharge,1
14.710000,2.980020,9.536065,-1.489264,-0.007067382,discharge,1
14.720000,2.951693,9.445418,-1.475100,-0.007000169,discharge,1
14.730000,2.925941,9.363011,-1.462224,-0.006939066,discharge,1
14.740000,2.898901,9.276484,-1.448060,-0.006871982,discharge,1
14.750000,2.871861,9.189956,-1.436472,-0.006816603,discharge,1
14.760000,2.844822,9.103429,-1.422308,-0.006749518,discharge,1
14.770000,2.819070,9.021022,-1.410720,-0.006694268,discharge,1
14.780000,2.793317,8.938616,-1.397843,-0.006633166,discharge,1
14.790000,2.767565,8.856209,-1.384967,-0.006572063,discharge,1
14.800000,2.743101,8.777922,-1.372091,-0.006511089,discharge,1
14.810000,2.717349,8.695515,-1.360503,-0.006455839,discharge,1
14.820000,2.692884,8.617229,-1.348914,-0.006400717,discharge,1
14.830000,2.668419,8.538942,-1.336038,-0.006339743,discharge,1
14.840000,2.643955,8.460656,-1.324450,-0.006284622,discharge,1
14.850000,2.619490,8.382369,-1.312861,-0.006229501,discharge,1
14.860000,2.596313,8.308203,-1.301273,-0.006174508,discharge,1
14.870000,2.571849,8.229917,-1.289684,-0.006119387,discharge,1
14.880000,2.548672,8.155751,-1.278096,-0.006064394,discharge,1
14.890000,2.526783,8.085705,-1.266508,-0.006009531,discharge,1
14.900000,2.503606,8.011539,-1.256207,-0.005960391,discharge,1
14.910000,2.481716,7.941493,-1.244618,-0.005905527,discharge,1
14.920000,2.458540,7.867327,-1.233030,-0.005850535,discharge,1
14.930000,2.436650,7.797281,-1.222729,-0.005801524,discharge,1
14.940000,2.414761,7.727235,-1.212428,-0.005752513,discharge,1
14.950000,2.392872,7.657189,-1.200840,-0.005697649,discharge,1
14.960000,2.370982,7.587143,-1.191826,-0.005654491,discharge,1
14.970000,2.350381,7.521218,-1.180238,-0.005599756,discharge,1
14.980000,2.329779,7.455292,-1.171225,-0.005556726,discharge,1
